Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1988,Ontario,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380641,1.2.1.4.1,16613.0
1989,Ontario,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380641,1.2.1.4.1,19753.0
1990,Ontario,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380641,1.2.1.4.1,27480.0
1991,Ontario,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380641,1.2.1.4.1,20199.0
1992,Ontario,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380641,1.2.1.4.1,19473.0
1993,Ontario,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380641,1.2.1.4.1,20193.0
1994,Ontario,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380641,1.2.1.4.1,31750.0
1995,Ontario,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380641,1.2.1.4.1,38560.0
1940,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,436.0
1941,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,773.0
1942,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,879.0
1943,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,362.0
1944,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,814.0
1945,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,769.0
1946,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1779.0
1947,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1105.0
1948,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1446.0
1949,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1962.0
1950,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1885.0
1951,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2151.0
1952,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1675.0
1953,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1805.0
1954,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2623.0
1955,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2988.0
1956,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1773.0
1957,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2883.0
1958,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2117.0
1959,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2110.0
1960,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2178.0
1961,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2901.0
1962,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2211.0
1963,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2383.0
1964,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2537.0
1965,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2258.0
1966,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1925.0
1967,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1385.0
1968,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1988.0
1969,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1627.0
1970,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1624.0
1971,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2041.0
1972,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1334.0
1973,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1698.0
1974,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2405.0
1975,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2066.0
1976,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1935.0
1977,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1361.0
1978,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1237.0
1979,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1295.0
1980,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1637.0
1981,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,969.0
1982,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2003.0
1983,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1868.0
1984,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,1492.0
1985,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,3213.0
1986,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2535.0
1987,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,3375.0
1988,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,3218.0
1989,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,3232.0
1990,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,3766.0
1991,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2969.0
1992,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,3846.0
1993,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2996.0
1994,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,2386.0
1995,Ontario,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380649,1.2.1.4.2,4258.0
1940,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,145.0
1941,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,398.0
1942,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,300.0
1943,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,346.0
1944,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,224.0
1945,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,95.0
1946,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,218.0
1947,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,160.0
1948,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,124.0
1949,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,207.0
1950,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,102.0
1951,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,361.0
1952,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,880.0
1953,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,577.0
1954,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,362.0
1955,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,359.0
1956,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,468.0
1957,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,138.0
1958,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,556.0
1959,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,94.0
1960,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,331.0
1961,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,258.0
1962,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,414.0
1963,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,516.0
1964,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,594.0
1965,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,405.0
1966,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,841.0
1967,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,930.0
1968,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,794.0
1969,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,1090.0
1970,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,922.0
1971,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,1300.0
1972,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,1338.0
1973,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,775.0
1974,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,1412.0
1975,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,1812.0
1976,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,1084.0
1977,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,1825.0
1978,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,3048.0
1979,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,3283.0
1980,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,3658.0
1981,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,2821.0
1982,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,2718.0
1983,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,3312.0
1984,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,4121.0
1985,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,4200.0
1986,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,4984.0
1987,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,4515.0
1988,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,4467.0
1989,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,4133.0
1990,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,4635.0
1991,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,6597.0
1992,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,4530.0
1993,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,5053.0
1994,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,3741.0
1995,Ontario,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380657,1.2.2.4.1,2826.0
1940,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,223.0
1941,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,153.0
1942,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,297.0
1943,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,345.0
1944,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,449.0
1945,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,5.0
1946,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,249.0
1947,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,478.0
1948,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,262.0
1949,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,644.0
1950,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,868.0
1951,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,592.0
1952,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,363.0
1953,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,727.0
1954,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,812.0
1955,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1037.0
1956,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1058.0
1957,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,592.0
1958,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,877.0
1959,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1083.0
1960,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1419.0
1961,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1237.0
1962,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1491.0
1963,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1088.0
1964,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1651.0
1965,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1630.0
1966,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1542.0
1967,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1196.0
1968,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1435.0
1969,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1513.0
1970,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1720.0
1971,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1761.0
1972,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1910.0
1973,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,790.0
1974,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1935.0
1975,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,2031.0
1976,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,564.0
1977,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1947.0
1978,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1798.0
1979,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,2204.0
1980,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,2736.0
1981,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,2079.0
1982,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1999.0
1983,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1601.0
1984,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1510.0
1985,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,2134.0
1986,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,2420.0
1987,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,2171.0
1988,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1702.0
1989,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1744.0
1990,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1536.0
1991,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1872.0
1992,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,2312.0
1993,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1392.0
1994,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1629.0
1995,Ontario,Farm value,Pears,Dollars,"Processed (x 1,000)",v380665,1.2.2.4.2,1018.0
1940,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,58.0
1941,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,223.0
1942,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,231.0
1943,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,211.0
1944,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,163.0
1945,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,69.0
1946,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,185.0
1947,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,261.0
1948,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,717.0
1949,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,358.0
1950,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,269.0
1951,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,246.0
1952,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,697.0
1953,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,760.0
1954,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,942.0
1955,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,598.0
1956,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,441.0
1957,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,514.0
1958,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,579.0
1959,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,479.0
1960,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,393.0
1961,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,455.0
1962,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,322.0
1963,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,621.0
1964,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,490.0
1965,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,677.0
1966,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,575.0
1967,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,498.0
1968,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,773.0
1969,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,683.0
1970,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,756.0
1971,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,832.0
1972,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,986.0
1973,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1034.0
1974,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,825.0
1975,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1342.0
1976,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,937.0
1977,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1083.0
1978,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1560.0
1979,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1917.0
1980,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,2352.0
1981,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1107.0
1982,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,2711.0
1983,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1417.0
1984,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,2130.0
1985,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,2897.0
1986,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,2974.0
1987,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1630.0
1988,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1650.0
1989,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1787.0
1990,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1461.0
1991,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,3467.0
1992,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1904.0
1993,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,1997.0
1994,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,2176.0
1995,Ontario,Farm value,Plums and prunes,Dollars,"Fresh (x 1,000)",v380673,1.2.3.4.1,3069.0
1940,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,49.0
1941,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,83.0
1942,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,82.0
1943,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,159.0
1944,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,197.0
1945,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,8.0
1946,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,390.0
1947,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,191.0
1948,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,95.0
1949,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,65.0
1950,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,130.0
1951,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,127.0
1952,Ontario,Farm value,Plums and prunes,Dollars,"Processed (x 1,000)",v380681,1.2.3.4.2,111.0
