Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1984,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,220.00
1985,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,250.00
1986,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,225.00
1987,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,250.00
1988,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,225.00
1989,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,225.00
1990,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,225.00
1991,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,250.00
1992,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,275.00
1993,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,300.00
1994,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,330.00
1995,Nova Scotia,"Total, production",Cranberries,Tons,Fresh and processed,v74628,5.1.2.2.1,226.00
1926,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1927,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1928,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1929,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1930,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1931,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1932,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1933,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1934,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1935,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1936,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1937,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1938,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1939,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1940,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1941,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1942,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1943,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1944,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1945,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1946,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1947,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1948,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1949,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,85.00
1950,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,72.00
1951,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,65.00
1952,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,61.00
1953,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,18.00
1954,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,21.00
1955,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,12.00
1956,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,19.00
1957,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,24.00
1958,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,13.00
1959,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,57.00
1960,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,33.00
1961,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,23.00
1962,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,26.00
1963,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,14.00
1964,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,9.00
1965,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1966,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,0.00
1967,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,25.00
1968,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,30.00
1969,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,34.00
1970,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,24.00
1971,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,23.00
1972,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,30.00
1973,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,29.00
1974,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,23.00
1975,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,54.00
1976,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,95.00
1977,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,46.00
1978,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,111.00
1979,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,116.00
1980,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,150.00
1981,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,264.00
1982,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,294.00
1983,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,323.00
1984,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,308.00
1985,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,350.00
1986,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,338.00
1987,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,350.00
1988,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,315.00
1989,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,315.00
1990,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,315.00
1991,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,350.00
1992,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,540.00
1993,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,540.00
1994,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,1168.00
1995,Nova Scotia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74632,5.2.2.3.1,755.00
1926,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1927,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1928,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1929,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1930,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1931,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1932,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1933,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1934,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1935,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1936,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1937,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1938,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1939,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1940,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1941,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1942,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1943,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1944,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1945,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1946,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1947,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1948,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1949,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.15
1950,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.09
1951,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.10
1952,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.16
1953,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.15
1954,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.11
1955,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.10
1956,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.12
1957,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.12
1958,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.12
1959,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.11
1960,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.11
1961,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.11
1962,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.11
1963,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.12
1964,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.12
1965,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1966,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.00
1967,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.25
1968,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.30
1969,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.24
1970,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.23
1971,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.19
1972,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.19
1973,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.24
1974,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.26
1975,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.19
1976,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.28
1977,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.25
1978,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.37
1979,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.42
1980,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.50
1981,Nova Scotia,Average price per pound,Cranberries,Dollars,Fresh and processed,v74638,5.3.2.3.1,0.65
1926,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1927,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1928,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1929,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1930,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1931,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1932,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1933,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1934,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1935,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1936,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1937,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1938,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1939,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1940,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1941,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1942,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1943,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1944,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1945,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1946,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1947,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1948,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,0.00
1949,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,50.00
1950,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,20.00
1951,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,275.00
1952,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,150.00
1953,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,30.00
1954,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,75.00
1955,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,150.00
1956,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,25.00
1957,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,75.00
1958,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,100.00
1959,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,35.00
1960,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,40.00
1961,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,50.00
1962,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,50.00
1963,New Brunswick,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74624,6.1.2.1.1,50.00
