Ref_Date,GEO,AG,SEX,CA,STA,Vector,Coordinate,Value
2012,Inuit Nunangat,25 to 54 years,Female,Not interested in gathering wild plants,Low 95% confidence interval (percent),v98406919,2.3.3.20.3,19.1
2012,Inuit Nunangat,25 to 54 years,Female,Not interested in gathering wild plants,High 95% confidence interval (percent),v98406920,2.3.3.20.4,26.0
2012,Inuit Nunangat,25 to 54 years,Female,Not specified if interested in gathering wild plants,Number of persons,v98406921,2.3.3.21.1,F
2012,Inuit Nunangat,25 to 54 years,Female,Not specified if interested in gathering wild plants,Percent,v98406922,2.3.3.21.2,F
2012,Inuit Nunangat,25 to 54 years,Female,Not specified if interested in gathering wild plants,Low 95% confidence interval (percent),v98406923,2.3.3.21.3,F
2012,Inuit Nunangat,25 to 54 years,Female,Not specified if interested in gathering wild plants,High 95% confidence interval (percent),v98406924,2.3.3.21.4,F
2012,Inuit Nunangat,25 to 54 years,Female,Not specified if gathered wild plants in the last year,Number of persons,v98406925,2.3.3.22.1,450.0
2012,Inuit Nunangat,25 to 54 years,Female,Not specified if gathered wild plants in the last year,Percent,v98406926,2.3.3.22.2,5.6
2012,Inuit Nunangat,25 to 54 years,Female,Not specified if gathered wild plants in the last year,Low 95% confidence interval (percent),v98406927,2.3.3.22.3,4.1
2012,Inuit Nunangat,25 to 54 years,Female,Not specified if gathered wild plants in the last year,High 95% confidence interval (percent),v98406928,2.3.3.22.4,7.7
2012,Inuit Nunangat,55 years and over,Both sexes,"Total, hunted, fished or trapped in the last year",Number of persons,v98406929,2.4.1.1.1,3940.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Total, hunted, fished or trapped in the last year",Percent,v98406930,2.4.1.1.2,100.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Total, hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98406931,2.4.1.1.3,100.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Total, hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98406932,2.4.1.1.4,100.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped in the last year",Number of persons,v98406933,2.4.1.2.1,2320.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped in the last year",Percent,v98406934,2.4.1.2.2,58.9
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98406935,2.4.1.2.3,50.3
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98406936,2.4.1.2.4,66.7
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once a week during the season",Number of persons,v98406937,2.4.1.3.1,1340.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once a week during the season",Percent,v98406938,2.4.1.3.2,34.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once a week during the season",Low 95% confidence interval (percent),v98406939,2.4.1.3.3,47.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once a week during the season",High 95% confidence interval (percent),v98406940,2.4.1.3.4,68.1
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Number of persons,v98406941,2.4.1.4.1,780.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Percent,v98406942,2.4.1.4.2,19.8
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Low 95% confidence interval (percent),v98406943,2.4.1.4.3,24.1
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",High 95% confidence interval (percent),v98406944,2.4.1.4.4,45.1
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Number of persons,v98406945,2.4.1.5.1,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Percent,v98406946,2.4.1.5.2,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Low 95% confidence interval (percent),v98406947,2.4.1.5.3,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",High 95% confidence interval (percent),v98406948,2.4.1.5.4,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified how often hunted, fished or trapped in the last year",Number of persons,v98406949,2.4.1.6.1,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified how often hunted, fished or trapped in the last year",Percent,v98406950,2.4.1.6.2,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified how often hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98406951,2.4.1.6.3,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified how often hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98406952,2.4.1.6.4,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Did not hunt, fish or trap in the last year",Number of persons,v98406953,2.4.1.7.1,1460.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Did not hunt, fish or trap in the last year",Percent,v98406954,2.4.1.7.2,37.1
2012,Inuit Nunangat,55 years and over,Both sexes,"Did not hunt, fish or trap in the last year",Low 95% confidence interval (percent),v98406955,2.4.1.7.3,29.2
2012,Inuit Nunangat,55 years and over,Both sexes,"Did not hunt, fish or trap in the last year",High 95% confidence interval (percent),v98406956,2.4.1.7.4,45.4
2012,Inuit Nunangat,55 years and over,Both sexes,"Interested in hunting, fishing or trapping",Number of persons,v98406957,2.4.1.8.1,810.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Interested in hunting, fishing or trapping",Percent,v98406958,2.4.1.8.2,20.6
2012,Inuit Nunangat,55 years and over,Both sexes,"Interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98406959,2.4.1.8.3,15.2
2012,Inuit Nunangat,55 years and over,Both sexes,"Interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98406960,2.4.1.8.4,27.4
2012,Inuit Nunangat,55 years and over,Both sexes,"Not interested in hunting, fishing or trapping",Number of persons,v98406961,2.4.1.9.1,630.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Not interested in hunting, fishing or trapping",Percent,v98406962,2.4.1.9.2,16.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Not interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98406963,2.4.1.9.3,10.3
2012,Inuit Nunangat,55 years and over,Both sexes,"Not interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98406964,2.4.1.9.4,23.7
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified if interested in hunting, fishing or trapping",Number of persons,v98406965,2.4.1.10.1,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified if interested in hunting, fishing or trapping",Percent,v98406966,2.4.1.10.2,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified if interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98406967,2.4.1.10.3,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified if interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98406968,2.4.1.10.4,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified if hunted, fished or trapped in the last year",Number of persons,v98406969,2.4.1.11.1,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified if hunted, fished or trapped in the last year",Percent,v98406970,2.4.1.11.2,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified if hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98406971,2.4.1.11.3,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Not specified if hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98406972,2.4.1.11.4,F
2012,Inuit Nunangat,55 years and over,Both sexes,"Total, gathered wild plants in the last year",Number of persons,v98406973,2.4.1.12.1,3940.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Total, gathered wild plants in the last year",Percent,v98406974,2.4.1.12.2,100.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Total, gathered wild plants in the last year",Low 95% confidence interval (percent),v98406975,2.4.1.12.3,100.0
2012,Inuit Nunangat,55 years and over,Both sexes,"Total, gathered wild plants in the last year",High 95% confidence interval (percent),v98406976,2.4.1.12.4,100.0
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants in the last year,Number of persons,v98406977,2.4.1.13.1,2000.0
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants in the last year,Percent,v98406978,2.4.1.13.2,50.8
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants in the last year,Low 95% confidence interval (percent),v98406979,2.4.1.13.3,42.4
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants in the last year,High 95% confidence interval (percent),v98406980,2.4.1.13.4,59.1
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once a week during the season,Number of persons,v98406981,2.4.1.14.1,1490.0
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once a week during the season,Percent,v98406982,2.4.1.14.2,37.8
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once a week during the season,Low 95% confidence interval (percent),v98406983,2.4.1.14.3,30.2
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once a week during the season,High 95% confidence interval (percent),v98406984,2.4.1.14.4,46.1
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants less than once a week but at least once a month during the season,Number of persons,v98406985,2.4.1.15.1,400.0
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants less than once a week but at least once a month during the season,Percent,v98406986,2.4.1.15.2,10.2
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants less than once a week but at least once a month during the season,Low 95% confidence interval (percent),v98406987,2.4.1.15.3,6.1
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants less than once a week but at least once a month during the season,High 95% confidence interval (percent),v98406988,2.4.1.15.4,16.6
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,Number of persons,v98406989,2.4.1.16.1,F
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,Percent,v98406990,2.4.1.16.2,F
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,Low 95% confidence interval (percent),v98406991,2.4.1.16.3,F
2012,Inuit Nunangat,55 years and over,Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,High 95% confidence interval (percent),v98406992,2.4.1.16.4,F
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified how often gathered wild plants in the last year,Number of persons,v98406993,2.4.1.17.1,F
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified how often gathered wild plants in the last year,Percent,v98406994,2.4.1.17.2,F
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified how often gathered wild plants in the last year,Low 95% confidence interval (percent),v98406995,2.4.1.17.3,F
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified how often gathered wild plants in the last year,High 95% confidence interval (percent),v98406996,2.4.1.17.4,F
2012,Inuit Nunangat,55 years and over,Both sexes,Did not gather wild plants in the last year,Number of persons,v98406997,2.4.1.18.1,1710.0
2012,Inuit Nunangat,55 years and over,Both sexes,Did not gather wild plants in the last year,Percent,v98406998,2.4.1.18.2,43.4
2012,Inuit Nunangat,55 years and over,Both sexes,Did not gather wild plants in the last year,Low 95% confidence interval (percent),v98406999,2.4.1.18.3,35.2
2012,Inuit Nunangat,55 years and over,Both sexes,Did not gather wild plants in the last year,High 95% confidence interval (percent),v98407000,2.4.1.18.4,51.9
2012,Inuit Nunangat,55 years and over,Both sexes,Interested in gathering wild plants,Number of persons,v98407001,2.4.1.19.1,370.0
2012,Inuit Nunangat,55 years and over,Both sexes,Interested in gathering wild plants,Percent,v98407002,2.4.1.19.2,9.4
2012,Inuit Nunangat,55 years and over,Both sexes,Interested in gathering wild plants,Low 95% confidence interval (percent),v98407003,2.4.1.19.3,5.6
2012,Inuit Nunangat,55 years and over,Both sexes,Interested in gathering wild plants,High 95% confidence interval (percent),v98407004,2.4.1.19.4,15.7
2012,Inuit Nunangat,55 years and over,Both sexes,Not interested in gathering wild plants,Number of persons,v98407005,2.4.1.20.1,1320.0
2012,Inuit Nunangat,55 years and over,Both sexes,Not interested in gathering wild plants,Percent,v98407006,2.4.1.20.2,33.5
2012,Inuit Nunangat,55 years and over,Both sexes,Not interested in gathering wild plants,Low 95% confidence interval (percent),v98407007,2.4.1.20.3,25.8
2012,Inuit Nunangat,55 years and over,Both sexes,Not interested in gathering wild plants,High 95% confidence interval (percent),v98407008,2.4.1.20.4,42.1
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified if interested in gathering wild plants,Number of persons,v98407009,2.4.1.21.1,F
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified if interested in gathering wild plants,Percent,v98407010,2.4.1.21.2,F
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified if interested in gathering wild plants,Low 95% confidence interval (percent),v98407011,2.4.1.21.3,F
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified if interested in gathering wild plants,High 95% confidence interval (percent),v98407012,2.4.1.21.4,F
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified if gathered wild plants in the last year,Number of persons,v98407013,2.4.1.22.1,F
2012,Inuit Nunangat,55 years and over,Both sexes,Not specified if gathered wild plants in the last year,Percent,v98407014,2.4.1.22.2,F
