Ref_Date,GEO,INDUSTRY,ADJUSTMENTS,Vector,Coordinate,Value
2014,Quebec,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256460,6.2.8,313528.0
2012,Quebec,Electronic shopping and mail-order houses,Gross margin (percent),v101256461,6.2.9,50.0
2013,Quebec,Electronic shopping and mail-order houses,Gross margin (percent),v101256461,6.2.9,43.1
2014,Quebec,Electronic shopping and mail-order houses,Gross margin (percent),v101256461,6.2.9,39.7
2012,Quebec,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256462,6.2.10,6.2
2013,Quebec,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256462,6.2.10,2.3
2014,Quebec,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256462,6.2.10,4.7
2012,Quebec,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256463,6.3.1,147153.0
2013,Quebec,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256463,6.3.1,162438.0
2014,Quebec,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256463,6.3.1,153678.0
2012,Quebec,Vending machine operators,"Total operating revenue (x 1,000)",v101256464,6.3.2,147461.0
2013,Quebec,Vending machine operators,"Total operating revenue (x 1,000)",v101256464,6.3.2,168771.0
2014,Quebec,Vending machine operators,"Total operating revenue (x 1,000)",v101256464,6.3.2,157248.0
2012,Quebec,Vending machine operators,"Opening inventory (x 1,000)",v101256465,6.3.3,7333.0
2013,Quebec,Vending machine operators,"Opening inventory (x 1,000)",v101256465,6.3.3,8967.0
2014,Quebec,Vending machine operators,"Opening inventory (x 1,000)",v101256465,6.3.3,8258.0
2012,Quebec,Vending machine operators,"Purchases (x 1,000)",v101256466,6.3.4,70696.0
2013,Quebec,Vending machine operators,"Purchases (x 1,000)",v101256466,6.3.4,84082.0
2014,Quebec,Vending machine operators,"Purchases (x 1,000)",v101256466,6.3.4,80391.0
2012,Quebec,Vending machine operators,"Closing inventory (x 1,000)",v101256467,6.3.5,7582.0
2013,Quebec,Vending machine operators,"Closing inventory (x 1,000)",v101256467,6.3.5,8765.0
2014,Quebec,Vending machine operators,"Closing inventory (x 1,000)",v101256467,6.3.5,9769.0
2012,Quebec,Vending machine operators,"Cost of goods sold (x 1,000)",v101256468,6.3.6,70447.0
2013,Quebec,Vending machine operators,"Cost of goods sold (x 1,000)",v101256468,6.3.6,84284.0
2014,Quebec,Vending machine operators,"Cost of goods sold (x 1,000)",v101256468,6.3.6,78879.0
2012,Quebec,Vending machine operators,"Total labour remuneration (x 1,000)",v101256469,6.3.7,28722.0
2013,Quebec,Vending machine operators,"Total labour remuneration (x 1,000)",v101256469,6.3.7,40407.0
2014,Quebec,Vending machine operators,"Total labour remuneration (x 1,000)",v101256469,6.3.7,35895.0
2012,Quebec,Vending machine operators,"Total operating expenses (x 1,000)",v101256470,6.3.8,65910.0
2013,Quebec,Vending machine operators,"Total operating expenses (x 1,000)",v101256470,6.3.8,81008.0
2014,Quebec,Vending machine operators,"Total operating expenses (x 1,000)",v101256470,6.3.8,70569.0
2012,Quebec,Vending machine operators,Gross margin (percent),v101256471,6.3.9,52.2
2013,Quebec,Vending machine operators,Gross margin (percent),v101256471,6.3.9,50.1
2014,Quebec,Vending machine operators,Gross margin (percent),v101256471,6.3.9,49.8
2012,Quebec,Vending machine operators,Operating profit margin (percent),v101256472,6.3.10,7.5
2013,Quebec,Vending machine operators,Operating profit margin (percent),v101256472,6.3.10,2.1
2014,Quebec,Vending machine operators,Operating profit margin (percent),v101256472,6.3.10,5.0
2012,Quebec,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256473,6.4.1,1840491.0
2013,Quebec,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256473,6.4.1,1820488.0
2014,Quebec,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256473,6.4.1,2334919.0
2012,Quebec,Fuel dealers,"Total operating revenue (x 1,000)",v101256474,6.4.2,1705759.0
2013,Quebec,Fuel dealers,"Total operating revenue (x 1,000)",v101256474,6.4.2,1910417.0
2014,Quebec,Fuel dealers,"Total operating revenue (x 1,000)",v101256474,6.4.2,2363497.0
2012,Quebec,Fuel dealers,"Opening inventory (x 1,000)",v101256475,6.4.3,30049.0
2013,Quebec,Fuel dealers,"Opening inventory (x 1,000)",v101256475,6.4.3,34175.0
2014,Quebec,Fuel dealers,"Opening inventory (x 1,000)",v101256475,6.4.3,41340.0
2012,Quebec,Fuel dealers,"Purchases (x 1,000)",v101256476,6.4.4,1482639.0
2013,Quebec,Fuel dealers,"Purchases (x 1,000)",v101256476,6.4.4,1622223.0
2014,Quebec,Fuel dealers,"Purchases (x 1,000)",v101256476,6.4.4,2053885.0
2012,Quebec,Fuel dealers,"Closing inventory (x 1,000)",v101256477,6.4.5,32244.0
2013,Quebec,Fuel dealers,"Closing inventory (x 1,000)",v101256477,6.4.5,39936.0
2014,Quebec,Fuel dealers,"Closing inventory (x 1,000)",v101256477,6.4.5,37184.0
2012,Quebec,Fuel dealers,"Cost of goods sold (x 1,000)",v101256478,6.4.6,1480445.0
2013,Quebec,Fuel dealers,"Cost of goods sold (x 1,000)",v101256478,6.4.6,1616462.0
2014,Quebec,Fuel dealers,"Cost of goods sold (x 1,000)",v101256478,6.4.6,2058042.0
2012,Quebec,Fuel dealers,"Total labour remuneration (x 1,000)",v101256479,6.4.7,90788.0
2013,Quebec,Fuel dealers,"Total labour remuneration (x 1,000)",v101256479,6.4.7,112504.0
2014,Quebec,Fuel dealers,"Total labour remuneration (x 1,000)",v101256479,6.4.7,118232.0
2012,Quebec,Fuel dealers,"Total operating expenses (x 1,000)",v101256480,6.4.8,201752.0
2013,Quebec,Fuel dealers,"Total operating expenses (x 1,000)",v101256480,6.4.8,259477.0
2014,Quebec,Fuel dealers,"Total operating expenses (x 1,000)",v101256480,6.4.8,259024.0
2012,Quebec,Fuel dealers,Gross margin (percent),v101256481,6.4.9,13.2
2013,Quebec,Fuel dealers,Gross margin (percent),v101256481,6.4.9,15.4
2014,Quebec,Fuel dealers,Gross margin (percent),v101256481,6.4.9,12.9
2012,Quebec,Fuel dealers,Operating profit margin (percent),v101256482,6.4.10,1.4
2013,Quebec,Fuel dealers,Operating profit margin (percent),v101256482,6.4.10,1.8
2014,Quebec,Fuel dealers,Operating profit margin (percent),v101256482,6.4.10,2.0
2012,Quebec,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256483,6.5.1,174187.0
2013,Quebec,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256483,6.5.1,329702.0
2014,Quebec,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256483,6.5.1,384720.0
2012,Quebec,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256484,6.5.2,234328.0
2013,Quebec,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256484,6.5.2,359559.0
2014,Quebec,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256484,6.5.2,421790.0
2012,Quebec,Other direct selling establishments,"Opening inventory (x 1,000)",v101256485,6.5.3,19117.0
2013,Quebec,Other direct selling establishments,"Opening inventory (x 1,000)",v101256485,6.5.3,47782.0
2014,Quebec,Other direct selling establishments,"Opening inventory (x 1,000)",v101256485,6.5.3,13905.0
2012,Quebec,Other direct selling establishments,"Purchases (x 1,000)",v101256486,6.5.4,122321.0
2013,Quebec,Other direct selling establishments,"Purchases (x 1,000)",v101256486,6.5.4,167710.0
2014,Quebec,Other direct selling establishments,"Purchases (x 1,000)",v101256486,6.5.4,238095.0
2012,Quebec,Other direct selling establishments,"Closing inventory (x 1,000)",v101256487,6.5.5,22262.0
2013,Quebec,Other direct selling establishments,"Closing inventory (x 1,000)",v101256487,6.5.5,49422.0
2014,Quebec,Other direct selling establishments,"Closing inventory (x 1,000)",v101256487,6.5.5,21561.0
2012,Quebec,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256488,6.5.6,119176.0
2013,Quebec,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256488,6.5.6,166069.0
2014,Quebec,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256488,6.5.6,230438.0
2012,Quebec,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256489,6.5.7,36636.0
2013,Quebec,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256489,6.5.7,44142.0
2014,Quebec,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256489,6.5.7,51313.0
2012,Quebec,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256490,6.5.8,98013.0
2013,Quebec,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256490,6.5.8,133087.0
2014,Quebec,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256490,6.5.8,155790.0
2012,Quebec,Other direct selling establishments,Gross margin (percent),v101256491,6.5.9,49.1
2013,Quebec,Other direct selling establishments,Gross margin (percent),v101256491,6.5.9,53.8
2014,Quebec,Other direct selling establishments,Gross margin (percent),v101256491,6.5.9,45.4
2012,Quebec,Other direct selling establishments,Operating profit margin (percent),v101256492,6.5.10,7.3
2013,Quebec,Other direct selling establishments,Operating profit margin (percent),v101256492,6.5.10,16.8
2014,Quebec,Other direct selling establishments,Operating profit margin (percent),v101256492,6.5.10,8.4
2012,Ontario,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256493,7.1.1,7597244.0
2013,Ontario,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256493,7.1.1,9001813.0
2014,Ontario,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256493,7.1.1,11172019.0
2012,Ontario,Non-store retailers,"Total operating revenue (x 1,000)",v101256494,7.1.2,7850025.0
2013,Ontario,Non-store retailers,"Total operating revenue (x 1,000)",v101256494,7.1.2,9133479.0
2014,Ontario,Non-store retailers,"Total operating revenue (x 1,000)",v101256494,7.1.2,11275411.0
2012,Ontario,Non-store retailers,"Opening inventory (x 1,000)",v101256495,7.1.3,458856.0
2013,Ontario,Non-store retailers,"Opening inventory (x 1,000)",v101256495,7.1.3,524021.0
2014,Ontario,Non-store retailers,"Opening inventory (x 1,000)",v101256495,7.1.3,803519.0
2012,Ontario,Non-store retailers,"Purchases (x 1,000)",v101256496,7.1.4,5577713.0
2013,Ontario,Non-store retailers,"Purchases (x 1,000)",v101256496,7.1.4,6627166.0
2014,Ontario,Non-store retailers,"Purchases (x 1,000)",v101256496,7.1.4,8063518.0
2012,Ontario,Non-store retailers,"Closing inventory (x 1,000)",v101256497,7.1.5,492362.0
2013,Ontario,Non-store retailers,"Closing inventory (x 1,000)",v101256497,7.1.5,713975.0
2014,Ontario,Non-store retailers,"Closing inventory (x 1,000)",v101256497,7.1.5,741670.0
2012,Ontario,Non-store retailers,"Cost of goods sold (x 1,000)",v101256498,7.1.6,5544207.0
2013,Ontario,Non-store retailers,"Cost of goods sold (x 1,000)",v101256498,7.1.6,6437212.0
2014,Ontario,Non-store retailers,"Cost of goods sold (x 1,000)",v101256498,7.1.6,8125367.0
2012,Ontario,Non-store retailers,"Total labour remuneration (x 1,000)",v101256499,7.1.7,756395.0
2013,Ontario,Non-store retailers,"Total labour remuneration (x 1,000)",v101256499,7.1.7,834176.0
2014,Ontario,Non-store retailers,"Total labour remuneration (x 1,000)",v101256499,7.1.7,1025644.0
2012,Ontario,Non-store retailers,"Total operating expenses (x 1,000)",v101256500,7.1.8,2211341.0
2013,Ontario,Non-store retailers,"Total operating expenses (x 1,000)",v101256500,7.1.8,2423287.0
2014,Ontario,Non-store retailers,"Total operating expenses (x 1,000)",v101256500,7.1.8,2856895.0
2012,Ontario,Non-store retailers,Gross margin (percent),v101256501,7.1.9,29.4
2013,Ontario,Non-store retailers,Gross margin (percent),v101256501,7.1.9,29.5
2014,Ontario,Non-store retailers,Gross margin (percent),v101256501,7.1.9,27.9
2012,Ontario,Non-store retailers,Operating profit margin (percent),v101256502,7.1.10,1.2
2013,Ontario,Non-store retailers,Operating profit margin (percent),v101256502,7.1.10,3.0
2014,Ontario,Non-store retailers,Operating profit margin (percent),v101256502,7.1.10,2.6
2012,Ontario,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256503,7.2.1,3746900.0
2013,Ontario,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256503,7.2.1,4848570.0
2014,Ontario,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256503,7.2.1,6258892.0
2012,Ontario,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256504,7.2.2,3887489.0
2013,Ontario,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256504,7.2.2,4911391.0
2014,Ontario,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256504,7.2.2,6306472.0
2012,Ontario,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256505,7.2.3,332015.0
2013,Ontario,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256505,7.2.3,374928.0
2014,Ontario,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256505,7.2.3,629189.0
2012,Ontario,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256506,7.2.4,2427520.0
2013,Ontario,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256506,7.2.4,3407299.0
2014,Ontario,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256506,7.2.4,4194924.0
2012,Ontario,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256507,7.2.5,355182.0
2013,Ontario,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256507,7.2.5,547396.0
2014,Ontario,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256507,7.2.5,579789.0
2012,Ontario,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256508,7.2.6,2404353.0
2013,Ontario,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256508,7.2.6,3234831.0
2014,Ontario,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256508,7.2.6,4244324.0
2012,Ontario,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256509,7.2.7,440946.0
2013,Ontario,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256509,7.2.7,501688.0
2014,Ontario,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256509,7.2.7,658916.0
2012,Ontario,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256510,7.2.8,1473008.0
2013,Ontario,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256510,7.2.8,1636114.0
2014,Ontario,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256510,7.2.8,1992296.0
2012,Ontario,Electronic shopping and mail-order houses,Gross margin (percent),v101256511,7.2.9,38.2
2013,Ontario,Electronic shopping and mail-order houses,Gross margin (percent),v101256511,7.2.9,34.1
2014,Ontario,Electronic shopping and mail-order houses,Gross margin (percent),v101256511,7.2.9,32.7
2012,Ontario,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256512,7.2.10,0.3
2013,Ontario,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256512,7.2.10,0.8
2014,Ontario,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256512,7.2.10,1.1
2012,Ontario,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256513,7.3.1,204803.0
2013,Ontario,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256513,7.3.1,174223.0
2014,Ontario,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256513,7.3.1,151488.0
2012,Ontario,Vending machine operators,"Total operating revenue (x 1,000)",v101256514,7.3.2,198465.0
2013,Ontario,Vending machine operators,"Total operating revenue (x 1,000)",v101256514,7.3.2,179008.0
2014,Ontario,Vending machine operators,"Total operating revenue (x 1,000)",v101256514,7.3.2,157869.0
2012,Ontario,Vending machine operators,"Opening inventory (x 1,000)",v101256515,7.3.3,17264.0
2013,Ontario,Vending machine operators,"Opening inventory (x 1,000)",v101256515,7.3.3,10901.0
2014,Ontario,Vending machine operators,"Opening inventory (x 1,000)",v101256515,7.3.3,10179.0
2012,Ontario,Vending machine operators,"Purchases (x 1,000)",v101256516,7.3.4,97415.0
2013,Ontario,Vending machine operators,"Purchases (x 1,000)",v101256516,7.3.4,92282.0
2014,Ontario,Vending machine operators,"Purchases (x 1,000)",v101256516,7.3.4,75229.0
2012,Ontario,Vending machine operators,"Closing inventory (x 1,000)",v101256517,7.3.5,16643.0
2013,Ontario,Vending machine operators,"Closing inventory (x 1,000)",v101256517,7.3.5,11107.0
2014,Ontario,Vending machine operators,"Closing inventory (x 1,000)",v101256517,7.3.5,10447.0
