Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1978/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,130.0
1978/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,51.0
1978/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,63.0
1978/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,61.0
1978/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,54.0
1978/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,67.0
1978/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,163.0
1978/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,356.0
1978/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,313.0
1979/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,168.0
1979/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,227.0
1979/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,196.0
1979/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,188.0
1979/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,154.0
1979/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,132.0
1979/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,98.0
1979/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,93.0
1979/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,82.0
1979/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,279.0
1979/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,209.0
1979/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,349.0
1980/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,328.0
1980/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,298.0
1980/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,268.0
1980/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,299.0
1980/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,252.0
1980/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,204.0
1980/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,184.0
1980/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,171.0
1980/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,163.0
1980/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,290.0
1980/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,228.0
1980/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,227.0
1981/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,221.0
1981/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,204.0
1981/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,202.0
1981/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,178.0
1981/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,164.0
1981/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,102.0
1981/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,146.0
1981/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,124.0
1981/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,137.0
1981/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,203.0
1981/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,169.0
1981/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,198.0
1982/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,187.0
1982/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,149.0
1982/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,132.0
1982/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,108.0
1982/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,101.0
1982/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,91.0
1982/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,78.0
1982/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,72.0
1982/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,52.0
1982/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,82.0
1982/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,128.0
1982/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,146.0
1983/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,154.0
1983/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,147.0
1983/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,117.0
1983/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,98.0
1983/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,70.0
1983/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,46.0
1983/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,40.0
1983/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,44.0
1983/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,31.0
1983/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,107.0
1983/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,145.0
1983/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,139.0
1984/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,135.0
1984/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,115.0
1984/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,x
1984/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,x
1984/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,x
1984/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,88.0
1984/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,70.0
1984/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,67.0
1984/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,64.0
1984/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,220.0
1984/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,x
1984/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,160.0
1985/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,142.0
1985/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,140.0
1985/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,123.0
1985/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,136.0
1985/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,106.0
1985/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,76.0
1985/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,73.0
1985/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,64.0
1985/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,60.0
1985/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,129.0
1985/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,96.0
1985/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,77.0
1986/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,92.0
1986/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,110.0
1986/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,104.0
1986/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,53.0
1986/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,51.0
1986/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,43.0
1986/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,42.0
1986/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,35.0
1986/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,26.0
1986/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,41.0
1986/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,75.0
1986/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,75.0
1970/01,Canada,Broccoli,Frozen vegetables intended for re-manufacture held in storages and factories,v722406,1.6.1,x
1970/02,Canada,Broccoli,Frozen vegetables intended for re-manufacture held in storages and factories,v722406,1.6.1,x
