Ref_Date,GEO,AGE,SEX,HOUSEHOLD,FOOD,STATS,Vector,Coordinate,Value
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Low food security,High 95% confidence interval (percent),v97170617,3.2.3.4.3.4,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Very low food security,Number of persons,v97170618,3.2.3.4.4.1,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Very low food security,Percent,v97170619,3.2.3.4.4.2,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Very low food security,Low 95% confidence interval (percent),v97170620,3.2.3.4.4.3,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Very low food security,High 95% confidence interval (percent),v97170621,3.2.3.4.4.4,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Food security not specified,Number of persons,v97170622,3.2.3.4.5.1,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Food security not specified,Percent,v97170623,3.2.3.4.5.2,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Food security not specified,Low 95% confidence interval (percent),v97170624,3.2.3.4.5.3,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Food security not specified,High 95% confidence interval (percent),v97170625,3.2.3.4.5.4,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,"Total, food security",Number of persons,v97170626,3.2.3.5.1.1,50.0
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,"Total, food security",Percent,v97170627,3.2.3.5.1.2,100.0
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,"Total, food security",Low 95% confidence interval (percent),v97170628,3.2.3.5.1.3,100.0
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,"Total, food security",High 95% confidence interval (percent),v97170629,3.2.3.5.1.4,100.0
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,High or marginal food security,Number of persons,v97170630,3.2.3.5.2.1,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,High or marginal food security,Percent,v97170631,3.2.3.5.2.2,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,High or marginal food security,Low 95% confidence interval (percent),v97170632,3.2.3.5.2.3,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,High or marginal food security,High 95% confidence interval (percent),v97170633,3.2.3.5.2.4,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Low food security,Number of persons,v97170634,3.2.3.5.3.1,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Low food security,Percent,v97170635,3.2.3.5.3.2,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Low food security,Low 95% confidence interval (percent),v97170636,3.2.3.5.3.3,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Low food security,High 95% confidence interval (percent),v97170637,3.2.3.5.3.4,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Very low food security,Number of persons,v97170638,3.2.3.5.4.1,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Very low food security,Percent,v97170639,3.2.3.5.4.2,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Very low food security,Low 95% confidence interval (percent),v97170640,3.2.3.5.4.3,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Very low food security,High 95% confidence interval (percent),v97170641,3.2.3.5.4.4,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Food security not specified,Number of persons,v97170642,3.2.3.5.5.1,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Food security not specified,Percent,v97170643,3.2.3.5.5.2,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Food security not specified,Low 95% confidence interval (percent),v97170644,3.2.3.5.5.3,F
2012,Nunatsiavut,6 to 14 years,Female,More than five persons,Food security not specified,High 95% confidence interval (percent),v97170645,3.2.3.5.5.4,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,"Total, food security",Number of persons,v97170646,3.2.3.6.1.1,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,"Total, food security",Percent,v97170647,3.2.3.6.1.2,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,"Total, food security",Low 95% confidence interval (percent),v97170648,3.2.3.6.1.3,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,"Total, food security",High 95% confidence interval (percent),v97170649,3.2.3.6.1.4,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,High or marginal food security,Number of persons,v97170650,3.2.3.6.2.1,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,High or marginal food security,Percent,v97170651,3.2.3.6.2.2,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,High or marginal food security,Low 95% confidence interval (percent),v97170652,3.2.3.6.2.3,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,High or marginal food security,High 95% confidence interval (percent),v97170653,3.2.3.6.2.4,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Low food security,Number of persons,v97170654,3.2.3.6.3.1,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Low food security,Percent,v97170655,3.2.3.6.3.2,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Low food security,Low 95% confidence interval (percent),v97170656,3.2.3.6.3.3,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Low food security,High 95% confidence interval (percent),v97170657,3.2.3.6.3.4,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Very low food security,Number of persons,v97170658,3.2.3.6.4.1,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Very low food security,Percent,v97170659,3.2.3.6.4.2,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Very low food security,Low 95% confidence interval (percent),v97170660,3.2.3.6.4.3,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Very low food security,High 95% confidence interval (percent),v97170661,3.2.3.6.4.4,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Food security not specified,Number of persons,v97170662,3.2.3.6.5.1,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Food security not specified,Percent,v97170663,3.2.3.6.5.2,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Food security not specified,Low 95% confidence interval (percent),v97170664,3.2.3.6.5.3,F
2012,Nunatsiavut,6 to 14 years,Female,Number of persons in household not specified,Food security not specified,High 95% confidence interval (percent),v97170665,3.2.3.6.5.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household","Total, food security",Number of persons,v97170666,3.3.1.1.1.1,440.0
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household","Total, food security",Percent,v97170667,3.3.1.1.1.2,100.0
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household","Total, food security",Low 95% confidence interval (percent),v97170668,3.3.1.1.1.3,100.0
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household","Total, food security",High 95% confidence interval (percent),v97170669,3.3.1.1.1.4,100.0
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",High or marginal food security,Number of persons,v97170670,3.3.1.1.2.1,190.0
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",High or marginal food security,Percent,v97170671,3.3.1.1.2.2,43.2
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",High or marginal food security,Low 95% confidence interval (percent),v97170672,3.3.1.1.2.3,38.0
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",High or marginal food security,High 95% confidence interval (percent),v97170673,3.3.1.1.2.4,50.4
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Low food security,Number of persons,v97170674,3.3.1.1.3.1,120.0
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Low food security,Percent,v97170675,3.3.1.1.3.2,27.3
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Low food security,Low 95% confidence interval (percent),v97170676,3.3.1.1.3.3,22.2
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Low food security,High 95% confidence interval (percent),v97170677,3.3.1.1.3.4,33.3
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Very low food security,Number of persons,v97170678,3.3.1.1.4.1,100.0
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Very low food security,Percent,v97170679,3.3.1.1.4.2,22.7
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Very low food security,Low 95% confidence interval (percent),v97170680,3.3.1.1.4.3,18.4
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Very low food security,High 95% confidence interval (percent),v97170681,3.3.1.1.4.4,29.2
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Food security not specified,Number of persons,v97170682,3.3.1.1.5.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Food security not specified,Percent,v97170683,3.3.1.1.5.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Food security not specified,Low 95% confidence interval (percent),v97170684,3.3.1.1.5.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,"Total, number of persons in the household",Food security not specified,High 95% confidence interval (percent),v97170685,3.3.1.1.5.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,"Total, food security",Number of persons,v97170686,3.3.1.2.1.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,"Total, food security",Percent,v97170687,3.3.1.2.1.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,"Total, food security",Low 95% confidence interval (percent),v97170688,3.3.1.2.1.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,"Total, food security",High 95% confidence interval (percent),v97170689,3.3.1.2.1.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,High or marginal food security,Number of persons,v97170690,3.3.1.2.2.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,High or marginal food security,Percent,v97170691,3.3.1.2.2.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,High or marginal food security,Low 95% confidence interval (percent),v97170692,3.3.1.2.2.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,High or marginal food security,High 95% confidence interval (percent),v97170693,3.3.1.2.2.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Low food security,Number of persons,v97170694,3.3.1.2.3.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Low food security,Percent,v97170695,3.3.1.2.3.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Low food security,Low 95% confidence interval (percent),v97170696,3.3.1.2.3.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Low food security,High 95% confidence interval (percent),v97170697,3.3.1.2.3.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Very low food security,Number of persons,v97170698,3.3.1.2.4.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Very low food security,Percent,v97170699,3.3.1.2.4.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Very low food security,Low 95% confidence interval (percent),v97170700,3.3.1.2.4.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Very low food security,High 95% confidence interval (percent),v97170701,3.3.1.2.4.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Food security not specified,Number of persons,v97170702,3.3.1.2.5.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Food security not specified,Percent,v97170703,3.3.1.2.5.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Food security not specified,Low 95% confidence interval (percent),v97170704,3.3.1.2.5.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,One person,Food security not specified,High 95% confidence interval (percent),v97170705,3.3.1.2.5.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,"Total, food security",Number of persons,v97170706,3.3.1.3.1.1,30.0
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,"Total, food security",Percent,v97170707,3.3.1.3.1.2,100.0
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,"Total, food security",Low 95% confidence interval (percent),v97170708,3.3.1.3.1.3,100.0
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,"Total, food security",High 95% confidence interval (percent),v97170709,3.3.1.3.1.4,100.0
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,High or marginal food security,Number of persons,v97170710,3.3.1.3.2.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,High or marginal food security,Percent,v97170711,3.3.1.3.2.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,High or marginal food security,Low 95% confidence interval (percent),v97170712,3.3.1.3.2.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,High or marginal food security,High 95% confidence interval (percent),v97170713,3.3.1.3.2.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Low food security,Number of persons,v97170714,3.3.1.3.3.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Low food security,Percent,v97170715,3.3.1.3.3.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Low food security,Low 95% confidence interval (percent),v97170716,3.3.1.3.3.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Low food security,High 95% confidence interval (percent),v97170717,3.3.1.3.3.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Very low food security,Number of persons,v97170718,3.3.1.3.4.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Very low food security,Percent,v97170719,3.3.1.3.4.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Very low food security,Low 95% confidence interval (percent),v97170720,3.3.1.3.4.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Very low food security,High 95% confidence interval (percent),v97170721,3.3.1.3.4.4,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Food security not specified,Number of persons,v97170722,3.3.1.3.5.1,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Food security not specified,Percent,v97170723,3.3.1.3.5.2,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Food security not specified,Low 95% confidence interval (percent),v97170724,3.3.1.3.5.3,F
2012,Nunatsiavut,15 to 24 years,Both sexes,Two persons,Food security not specified,High 95% confidence interval (percent),v97170725,3.3.1.3.5.4,F
