Ref_Date,GEO,INCOME,Vector,Coordinate,Value
2013,Prince Edward Island,Average wages and salaries,v29789034,3.23,22293.0
2014,Prince Edward Island,Average wages and salaries,v29789034,3.23,22711.0
2002,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,965.0
2003,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,759.0
2004,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,865.0
2005,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,916.0
2006,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,1174.0
2007,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,1144.0
2008,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,950.0
2009,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,1078.0
2010,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,857.0
2011,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,1067.0
2012,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,942.0
2013,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,F
2014,Prince Edward Island,Average net off-farm self-employment income,v29789035,3.24,783.0
2002,Prince Edward Island,Average investment income,v29789036,3.25,3119.0
2003,Prince Edward Island,Average investment income,v29789036,3.25,3561.0
2004,Prince Edward Island,Average investment income,v29789036,3.25,3805.0
2005,Prince Edward Island,Average investment income,v29789036,3.25,3499.0
2006,Prince Edward Island,Average investment income,v29789036,3.25,3322.0
2007,Prince Edward Island,Average investment income,v29789036,3.25,3708.0
2008,Prince Edward Island,Average investment income,v29789036,3.25,4223.0
2009,Prince Edward Island,Average investment income,v29789036,3.25,4123.0
2010,Prince Edward Island,Average investment income,v29789036,3.25,4552.0
2011,Prince Edward Island,Average investment income,v29789036,3.25,5080.0
2012,Prince Edward Island,Average investment income,v29789036,3.25,5787.0
2013,Prince Edward Island,Average investment income,v29789036,3.25,5731.0
2014,Prince Edward Island,Average investment income,v29789036,3.25,5978.0
2002,Prince Edward Island,Average pension income,v29789037,3.26,3006.0
2003,Prince Edward Island,Average pension income,v29789037,3.26,2982.0
2004,Prince Edward Island,Average pension income,v29789037,3.26,3190.0
2005,Prince Edward Island,Average pension income,v29789037,3.26,3915.0
2006,Prince Edward Island,Average pension income,v29789037,3.26,3807.0
2007,Prince Edward Island,Average pension income,v29789037,3.26,4471.0
2008,Prince Edward Island,Average pension income,v29789037,3.26,4423.0
2009,Prince Edward Island,Average pension income,v29789037,3.26,4074.0
2010,Prince Edward Island,Average pension income,v29789037,3.26,4717.0
2011,Prince Edward Island,Average pension income,v29789037,3.26,4695.0
2012,Prince Edward Island,Average pension income,v29789037,3.26,5103.0
2013,Prince Edward Island,Average pension income,v29789037,3.26,5213.0
2014,Prince Edward Island,Average pension income,v29789037,3.26,5604.0
2002,Prince Edward Island,Average government social transfers,v29789038,3.27,1041.0
2003,Prince Edward Island,Average government social transfers,v29789038,3.27,1164.0
2004,Prince Edward Island,Average government social transfers,v29789038,3.27,1027.0
2005,Prince Edward Island,Average government social transfers,v29789038,3.27,1002.0
2006,Prince Edward Island,Average government social transfers,v29789038,3.27,1355.0
2007,Prince Edward Island,Average government social transfers,v29789038,3.27,1368.0
2008,Prince Edward Island,Average government social transfers,v29789038,3.27,1284.0
2009,Prince Edward Island,Average government social transfers,v29789038,3.27,1486.0
2010,Prince Edward Island,Average government social transfers,v29789038,3.27,1567.0
2011,Prince Edward Island,Average government social transfers,v29789038,3.27,1490.0
2012,Prince Edward Island,Average government social transfers,v29789038,3.27,1677.0
2013,Prince Edward Island,Average government social transfers,v29789038,3.27,1610.0
2014,Prince Edward Island,Average government social transfers,v29789038,3.27,1411.0
2002,Prince Edward Island,Average other off-farm income,v29789039,3.28,1856.0
2003,Prince Edward Island,Average other off-farm income,v29789039,3.28,1578.0
2004,Prince Edward Island,Average other off-farm income,v29789039,3.28,2636.0
2005,Prince Edward Island,Average other off-farm income,v29789039,3.28,1617.0
2006,Prince Edward Island,Average other off-farm income,v29789039,3.28,1412.0
2007,Prince Edward Island,Average other off-farm income,v29789039,3.28,1250.0
2008,Prince Edward Island,Average other off-farm income,v29789039,3.28,1524.0
2009,Prince Edward Island,Average other off-farm income,v29789039,3.28,1188.0
2010,Prince Edward Island,Average other off-farm income,v29789039,3.28,1064.0
2011,Prince Edward Island,Average other off-farm income,v29789039,3.28,797.0
2012,Prince Edward Island,Average other off-farm income,v29789039,3.28,941.0
2013,Prince Edward Island,Average other off-farm income,v29789039,3.28,731.0
2014,Prince Edward Island,Average other off-farm income,v29789039,3.28,1221.0
1998,Prince Edward Island,Average net operating income,v29789040,3.29,22773.0
1999,Prince Edward Island,Average net operating income,v29789040,3.29,28841.0
2000,Prince Edward Island,Average net operating income,v29789040,3.29,28755.0
2001,Prince Edward Island,Average net operating income,v29789040,3.29,28693.0
2002,Prince Edward Island,Average net operating income,v29789040,3.29,23845.0
2003,Prince Edward Island,Average net operating income,v29789040,3.29,27718.0
2004,Prince Edward Island,Average net operating income,v29789040,3.29,20111.0
2005,Prince Edward Island,Average net operating income,v29789040,3.29,25671.0
2006,Prince Edward Island,Average net operating income,v29789040,3.29,27248.0
2007,Prince Edward Island,Average net operating income,v29789040,3.29,27101.0
2008,Prince Edward Island,Average net operating income,v29789040,3.29,35139.0
2009,Prince Edward Island,Average net operating income,v29789040,3.29,34302.0
2010,Prince Edward Island,Average net operating income,v29789040,3.29,37977.0
2011,Prince Edward Island,Average net operating income,v29789040,3.29,57794.0
2012,Prince Edward Island,Average net operating income,v29789040,3.29,51349.0
2013,Prince Edward Island,Average net operating income,v29789040,3.29,48798.0
2014,Prince Edward Island,Average net operating income,v29789040,3.29,54569.0
2002,Prince Edward Island,Average net program payments,v29789041,3.30,9557.0
2003,Prince Edward Island,Average net program payments,v29789041,3.30,10289.0
2004,Prince Edward Island,Average net program payments,v29789041,3.30,15450.0
2005,Prince Edward Island,Average net program payments,v29789041,3.30,18323.0
2006,Prince Edward Island,Average net program payments,v29789041,3.30,12218.0
2007,Prince Edward Island,Average net program payments,v29789041,3.30,13151.0
2008,Prince Edward Island,Average net program payments,v29789041,3.30,19420.0
2009,Prince Edward Island,Average net program payments,v29789041,3.30,22912.0
2010,Prince Edward Island,Average net program payments,v29789041,3.30,17181.0
2011,Prince Edward Island,Average net program payments,v29789041,3.30,20468.0
2012,Prince Edward Island,Average net program payments,v29789041,3.30,13818.0
2013,Prince Edward Island,Average net program payments,v29789041,3.30,18122.0
2014,Prince Edward Island,Average net program payments,v29789041,3.30,10916.0
2002,Prince Edward Island,Average net market income,v29789042,3.31,14289.0
2003,Prince Edward Island,Average net market income,v29789042,3.31,17429.0
2004,Prince Edward Island,Average net market income,v29789042,3.31,4661.0
2005,Prince Edward Island,Average net market income,v29789042,3.31,7348.0
2006,Prince Edward Island,Average net market income,v29789042,3.31,15030.0
2007,Prince Edward Island,Average net market income,v29789042,3.31,13949.0
2008,Prince Edward Island,Average net market income,v29789042,3.31,15719.0
2009,Prince Edward Island,Average net market income,v29789042,3.31,11391.0
2010,Prince Edward Island,Average net market income,v29789042,3.31,20796.0
2011,Prince Edward Island,Average net market income,v29789042,3.31,37326.0
2012,Prince Edward Island,Average net market income,v29789042,3.31,37531.0
2013,Prince Edward Island,Average net market income,v29789042,3.31,30676.0
2014,Prince Edward Island,Average net market income,v29789042,3.31,43653.0
1998,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,25760.0
1999,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,31549.0
2000,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,30624.0
2001,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,31171.0
2002,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,27042.0
2003,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,31452.0
2004,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,24859.0
2005,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,30576.0
2006,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,33117.0
2007,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,31673.0
2008,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,42352.0
2009,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,40578.0
2010,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,45426.0
2011,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,65698.0
2012,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,59384.0
2013,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,56787.0
2014,Prince Edward Island,Average total income adjusted for capital cost allowance,v29789043,3.32,64325.0
2002,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,19708.0
2003,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,19608.0
2004,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,20527.0
2005,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,20946.0
2006,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,21088.0
2007,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,23267.0
2008,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,23658.0
2009,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,24743.0
2010,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,24699.0
2011,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,25798.0
2012,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,28589.0
2013,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,28139.0
2014,Prince Edward Island,Average adjustment for capital cost allowance,v29789044,3.33,27951.0
2002,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,-5420.0
2003,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,-2180.0
2004,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,-15867.0
2005,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,-13598.0
2006,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,-6058.0
2007,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,-9318.0
2008,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,-7939.0
2009,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,-13352.0
2010,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,-3903.0
2011,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,11528.0
2012,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,8942.0
2013,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,2537.0
2014,Prince Edward Island,Average net market income adjusted for capital cost allowance,v29789045,3.34,15701.0
1998,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,45.4
1999,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,41.4
2000,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,42.2
2001,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,43.1
2002,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,49.0
2003,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,45.7
2004,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,55.7
2005,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,50.2
2006,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,49.7
2007,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,50.7
2008,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,46.8
2009,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,47.5
2010,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,45.8
2011,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,36.8
2012,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,41.6
2013,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,42.5
2014,Prince Edward Island,Off-farm income as a percentage of total income,v29789046,3.35,40.9
1998,Prince Edward Island,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789047,3.36,73.6
1999,Prince Edward Island,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789047,3.36,64.6
2000,Prince Edward Island,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789047,3.36,68.6
