Ref_Date,GEO,FRUIT,CONTAINER,Vector,Coordinate,Value
1974/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1974/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1975/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1975/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1975/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1976/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1977/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1978/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1979/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1980/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1981/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1982/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1983/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1984/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1984/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1984/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1984/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1984/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1984/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1984/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1984/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,80.0
1984/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1984/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1984/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1984/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1985/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1985/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1986/01,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/02,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/03,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/04,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/05,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/06,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,0.0
1986/07,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/08,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/09,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/10,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/11,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1986/12,Canada,Blueberries,Fruit in sulphur dioxide (SO2),v722303,1.3.6,x
1970/01,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1970/02,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1970/03,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1970/04,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1970/05,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1970/06,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1970/07,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1970/08,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1970/09,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1970/10,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1970/11,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1970/12,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1971/01,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1971/02,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1971/03,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1971/04,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1971/05,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1971/06,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1971/07,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1971/08,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1971/09,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1971/10,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1971/11,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1971/12,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/01,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/02,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/03,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/04,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/05,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/06,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/07,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/08,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/09,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/10,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/11,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1972/12,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/01,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/02,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/03,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/04,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/05,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/06,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/07,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/08,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/09,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/10,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/11,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1973/12,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1974/01,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1974/02,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1974/03,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1974/04,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1974/05,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,19.0
1974/06,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,19.0
1974/07,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,19.0
1974/08,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1974/09,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,19.0
1974/10,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1974/11,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1974/12,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/01,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/02,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/03,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/04,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/05,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/06,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/07,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/08,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/09,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/10,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/11,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1975/12,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/01,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/02,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/03,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/04,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/05,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/06,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/07,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/08,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/09,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/10,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/11,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1976/12,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1977/01,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1977/02,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1977/03,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1977/04,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1977/05,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1977/06,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1977/07,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,x
1977/08,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1977/09,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1977/10,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1977/11,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1977/12,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/01,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/02,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/03,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/04,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/05,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/06,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/07,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/08,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/09,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/10,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/11,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
1978/12,Canada,Cherries,Containers 0.454 kilograms and under,v722267,1.4.1,0.0
