Ref_Date,GEO,AGE,SEX,HEALTH,STATS,Vector,Coordinate,Value
2001,Inuit Nunangat,55 years and over,Male,"Total, perceived general health",Percent,v97100471,2.5.2.1.2,100.0
2006,Inuit Nunangat,55 years and over,Male,"Total, perceived general health",Percent,v97100471,2.5.2.1.2,100.0
2012,Inuit Nunangat,55 years and over,Male,"Total, perceived general health",Percent,v97100471,2.5.2.1.2,100.0
2001,Inuit Nunangat,55 years and over,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97100472,2.5.2.1.3,100.0
2006,Inuit Nunangat,55 years and over,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97100472,2.5.2.1.3,100.0
2012,Inuit Nunangat,55 years and over,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97100472,2.5.2.1.3,100.0
2001,Inuit Nunangat,55 years and over,Male,"Total, perceived general health",High 95% confidence interval (percent),v97100473,2.5.2.1.4,100.0
2006,Inuit Nunangat,55 years and over,Male,"Total, perceived general health",High 95% confidence interval (percent),v97100473,2.5.2.1.4,100.0
2012,Inuit Nunangat,55 years and over,Male,"Total, perceived general health",High 95% confidence interval (percent),v97100473,2.5.2.1.4,100.0
2001,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,Number of persons,v97100474,2.5.2.2.1,430.0
2006,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,Number of persons,v97100474,2.5.2.2.1,630.0
2012,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,Number of persons,v97100474,2.5.2.2.1,370.0
2001,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,Percent,v97100475,2.5.2.2.2,31.9
2006,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,Percent,v97100475,2.5.2.2.2,36.4
2012,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,Percent,v97100475,2.5.2.2.2,24.8
2001,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97100476,2.5.2.2.3,26.0
2006,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97100476,2.5.2.2.3,30.7
2012,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97100476,2.5.2.2.3,17.4
2001,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97100477,2.5.2.2.4,38.9
2006,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97100477,2.5.2.2.4,43.2
2012,Inuit Nunangat,55 years and over,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97100477,2.5.2.2.4,34.8
2001,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,Number of persons,v97100478,2.5.2.3.1,210.0
2006,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,Number of persons,v97100478,2.5.2.3.1,280.0
2012,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,Number of persons,v97100478,2.5.2.3.1,80.0
2001,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,Percent,v97100479,2.5.2.3.2,15.6
2006,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,Percent,v97100479,2.5.2.3.2,16.2
2012,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,Percent,v97100479,2.5.2.3.2,5.4
2001,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97100480,2.5.2.3.3,11.5
2006,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97100480,2.5.2.3.3,12.4
2012,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97100480,2.5.2.3.3,2.9
2001,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,High 95% confidence interval (percent),v97100481,2.5.2.3.4,20.4
2006,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,High 95% confidence interval (percent),v97100481,2.5.2.3.4,21.0
2012,Inuit Nunangat,55 years and over,Male,Excellent perceived general health,High 95% confidence interval (percent),v97100481,2.5.2.3.4,9.9
2001,Inuit Nunangat,55 years and over,Male,Very good perceived general health,Number of persons,v97100482,2.5.2.4.1,230.0
2006,Inuit Nunangat,55 years and over,Male,Very good perceived general health,Number of persons,v97100482,2.5.2.4.1,350.0
2012,Inuit Nunangat,55 years and over,Male,Very good perceived general health,Number of persons,v97100482,2.5.2.4.1,290.0
2001,Inuit Nunangat,55 years and over,Male,Very good perceived general health,Percent,v97100483,2.5.2.4.2,17.0
2006,Inuit Nunangat,55 years and over,Male,Very good perceived general health,Percent,v97100483,2.5.2.4.2,20.2
2012,Inuit Nunangat,55 years and over,Male,Very good perceived general health,Percent,v97100483,2.5.2.4.2,19.5
2001,Inuit Nunangat,55 years and over,Male,Very good perceived general health,Low 95% confidence interval (percent),v97100484,2.5.2.4.3,11.8
2006,Inuit Nunangat,55 years and over,Male,Very good perceived general health,Low 95% confidence interval (percent),v97100484,2.5.2.4.3,15.9
2012,Inuit Nunangat,55 years and over,Male,Very good perceived general health,Low 95% confidence interval (percent),v97100484,2.5.2.4.3,12.8
2001,Inuit Nunangat,55 years and over,Male,Very good perceived general health,High 95% confidence interval (percent),v97100485,2.5.2.4.4,23.0
2006,Inuit Nunangat,55 years and over,Male,Very good perceived general health,High 95% confidence interval (percent),v97100485,2.5.2.4.4,26.0
2012,Inuit Nunangat,55 years and over,Male,Very good perceived general health,High 95% confidence interval (percent),v97100485,2.5.2.4.4,29.0
2001,Inuit Nunangat,55 years and over,Male,Good perceived general health,Number of persons,v97100486,2.5.2.5.1,500.0
2006,Inuit Nunangat,55 years and over,Male,Good perceived general health,Number of persons,v97100486,2.5.2.5.1,520.0
2012,Inuit Nunangat,55 years and over,Male,Good perceived general health,Number of persons,v97100486,2.5.2.5.1,580.0
2001,Inuit Nunangat,55 years and over,Male,Good perceived general health,Percent,v97100487,2.5.2.5.2,37.0
2006,Inuit Nunangat,55 years and over,Male,Good perceived general health,Percent,v97100487,2.5.2.5.2,30.1
2012,Inuit Nunangat,55 years and over,Male,Good perceived general health,Percent,v97100487,2.5.2.5.2,38.9
2001,Inuit Nunangat,55 years and over,Male,Good perceived general health,Low 95% confidence interval (percent),v97100488,2.5.2.5.3,30.6
2006,Inuit Nunangat,55 years and over,Male,Good perceived general health,Low 95% confidence interval (percent),v97100488,2.5.2.5.3,25.2
2012,Inuit Nunangat,55 years and over,Male,Good perceived general health,Low 95% confidence interval (percent),v97100488,2.5.2.5.3,27.6
2001,Inuit Nunangat,55 years and over,Male,Good perceived general health,High 95% confidence interval (percent),v97100489,2.5.2.5.4,44.8
2006,Inuit Nunangat,55 years and over,Male,Good perceived general health,High 95% confidence interval (percent),v97100489,2.5.2.5.4,35.5
2012,Inuit Nunangat,55 years and over,Male,Good perceived general health,High 95% confidence interval (percent),v97100489,2.5.2.5.4,51.7
2001,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,Number of persons,v97100490,2.5.2.6.1,410.0
2006,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,Number of persons,v97100490,2.5.2.6.1,560.0
2012,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,Number of persons,v97100490,2.5.2.6.1,390.0
2001,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,Percent,v97100491,2.5.2.6.2,30.4
2006,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,Percent,v97100491,2.5.2.6.2,32.4
2012,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,Percent,v97100491,2.5.2.6.2,26.2
2001,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,Low 95% confidence interval (percent),v97100492,2.5.2.6.3,24.6
2006,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,Low 95% confidence interval (percent),v97100492,2.5.2.6.3,26.1
2012,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,Low 95% confidence interval (percent),v97100492,2.5.2.6.3,17.2
2001,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,High 95% confidence interval (percent),v97100493,2.5.2.6.4,37.0
2006,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,High 95% confidence interval (percent),v97100493,2.5.2.6.4,39.2
2012,Inuit Nunangat,55 years and over,Male,Fair or poor perceived general health,High 95% confidence interval (percent),v97100493,2.5.2.6.4,37.0
2001,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,Number of persons,v97100494,2.5.2.7.1,F
2006,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,Number of persons,v97100494,2.5.2.7.1,F
2012,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,Number of persons,v97100494,2.5.2.7.1,F
2001,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,Percent,v97100495,2.5.2.7.2,F
2006,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,Percent,v97100495,2.5.2.7.2,F
2012,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,Percent,v97100495,2.5.2.7.2,F
2001,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,Low 95% confidence interval (percent),v97100496,2.5.2.7.3,F
2006,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,Low 95% confidence interval (percent),v97100496,2.5.2.7.3,F
2012,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,Low 95% confidence interval (percent),v97100496,2.5.2.7.3,F
2001,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,High 95% confidence interval (percent),v97100497,2.5.2.7.4,F
2006,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,High 95% confidence interval (percent),v97100497,2.5.2.7.4,F
2012,Inuit Nunangat,55 years and over,Male,Perceived general health not specified,High 95% confidence interval (percent),v97100497,2.5.2.7.4,F
2001,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",Number of persons,v97100498,2.5.3.1.1,1310.0
2006,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",Number of persons,v97100498,2.5.3.1.1,1530.0
2012,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",Number of persons,v97100498,2.5.3.1.1,2450.0
2001,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",Percent,v97100499,2.5.3.1.2,100.0
2006,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",Percent,v97100499,2.5.3.1.2,100.0
2012,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",Percent,v97100499,2.5.3.1.2,100.0
2001,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",Low 95% confidence interval (percent),v97100500,2.5.3.1.3,100.0
2006,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",Low 95% confidence interval (percent),v97100500,2.5.3.1.3,100.0
2012,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",Low 95% confidence interval (percent),v97100500,2.5.3.1.3,100.0
2001,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",High 95% confidence interval (percent),v97100501,2.5.3.1.4,100.0
2006,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",High 95% confidence interval (percent),v97100501,2.5.3.1.4,100.0
2012,Inuit Nunangat,55 years and over,Female,"Total, perceived general health",High 95% confidence interval (percent),v97100501,2.5.3.1.4,100.0
2001,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,Number of persons,v97100502,2.5.3.2.1,370.0
2006,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,Number of persons,v97100502,2.5.3.2.1,370.0
2012,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,Number of persons,v97100502,2.5.3.2.1,410.0
2001,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,Percent,v97100503,2.5.3.2.2,28.2
2006,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,Percent,v97100503,2.5.3.2.2,24.2
2012,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,Percent,v97100503,2.5.3.2.2,16.7
2001,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97100504,2.5.3.2.3,22.6
2006,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97100504,2.5.3.2.3,20.0
2012,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97100504,2.5.3.2.3,10.8
2001,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,High 95% confidence interval (percent),v97100505,2.5.3.2.4,35.2
2006,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,High 95% confidence interval (percent),v97100505,2.5.3.2.4,29.3
2012,Inuit Nunangat,55 years and over,Female,Excellent or very good perceived general health,High 95% confidence interval (percent),v97100505,2.5.3.2.4,25.3
2001,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,Number of persons,v97100506,2.5.3.3.1,100.0
2006,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,Number of persons,v97100506,2.5.3.3.1,170.0
2012,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,Number of persons,v97100506,2.5.3.3.1,F
2001,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,Percent,v97100507,2.5.3.3.2,7.6
2006,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,Percent,v97100507,2.5.3.3.2,11.1
2012,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,Percent,v97100507,2.5.3.3.2,F
2001,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,Low 95% confidence interval (percent),v97100508,2.5.3.3.3,4.6
2006,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,Low 95% confidence interval (percent),v97100508,2.5.3.3.3,8.3
2012,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,Low 95% confidence interval (percent),v97100508,2.5.3.3.3,F
2001,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,High 95% confidence interval (percent),v97100509,2.5.3.3.4,12.4
2006,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,High 95% confidence interval (percent),v97100509,2.5.3.3.4,14.9
2012,Inuit Nunangat,55 years and over,Female,Excellent perceived general health,High 95% confidence interval (percent),v97100509,2.5.3.3.4,F
