Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1974/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1275.0
1975/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1295.0
1975/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1246.0
1975/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1220.0
1975/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1193.0
1975/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1085.0
1975/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1002.0
1975/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,910.0
1975/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,825.0
1975/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,783.0
1975/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1149.0
1975/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1317.0
1975/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1274.0
1976/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1083.0
1976/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1141.0
1976/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1116.0
1976/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1079.0
1976/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1048.0
1976/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,898.0
1976/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,866.0
1976/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,823.0
1976/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,722.0
1976/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1040.0
1976/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1207.0
1976/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1034.0
1977/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1271.0
1977/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,862.0
1977/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,827.0
1977/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,751.0
1977/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,671.0
1977/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,618.0
1977/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,502.0
1977/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,455.0
1977/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,488.0
1977/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,933.0
1977/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,905.0
1977/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,831.0
1978/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,720.0
1978/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,645.0
1978/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,661.0
1978/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,494.0
1978/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,425.0
1978/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,367.0
1978/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,358.0
1978/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,312.0
1978/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,418.0
1978/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1254.0
1978/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1041.0
1978/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,896.0
1979/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,869.0
1979/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,728.0
1979/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,766.0
1979/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,643.0
1979/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,582.0
1979/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,621.0
1979/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,631.0
1979/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,605.0
1979/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,577.0
1979/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1314.0
1979/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1184.0
1979/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1114.0
1980/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1034.0
1980/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1051.0
1980/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1012.0
1980/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,951.0
1980/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,893.0
1980/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,857.0
1980/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,918.0
1980/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,786.0
1980/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,756.0
1980/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1007.0
1980/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,975.0
1980/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,886.0
1981/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,771.0
1981/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,719.0
1981/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,740.0
1981/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,765.0
1981/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,573.0
1981/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,471.0
1981/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,420.0
1981/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,365.0
1981/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,352.0
1981/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,728.0
1981/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,750.0
1981/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,702.0
1982/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,649.0
1982/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,563.0
1982/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,553.0
1982/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,480.0
1982/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,395.0
1982/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,359.0
1982/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,332.0
1982/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,323.0
1982/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,238.0
1982/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,647.0
1982/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,682.0
1982/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,678.0
1983/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,574.0
1983/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,504.0
1983/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,501.0
1983/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,459.0
1983/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,338.0
1983/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,299.0
1983/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,323.0
1983/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,263.0
1983/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,433.0
1983/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1162.0
1983/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1129.0
1983/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1033.0
1984/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1015.0
1984/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,947.0
1984/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,845.0
1984/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,739.0
1984/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,411.0
1984/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,333.0
1984/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,301.0
1984/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,274.0
1984/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,409.0
1984/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,484.0
1984/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,665.0
1984/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,595.0
1985/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,449.0
1985/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,444.0
1985/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,404.0
1985/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,403.0
1985/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,314.0
1985/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,344.0
1985/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,269.0
1985/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,242.0
1985/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,226.0
1985/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,367.0
1985/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,386.0
1985/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,353.0
1986/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,411.0
1986/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,443.0
1986/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,412.0
1986/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,328.0
1986/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,287.0
1986/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,304.0
1986/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,270.0
1986/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,297.0
1986/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,301.0
1986/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,493.0
1986/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,544.0
1986/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,544.0
1970/01,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,1495.0
1970/02,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,1307.0
1970/03,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,1109.0
1970/04,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,995.0
1970/05,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,690.0
1970/06,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,647.0
1970/07,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,613.0
1970/08,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,535.0
1970/09,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,773.0
1970/10,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,1413.0
1970/11,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,1772.0
1970/12,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,1536.0
1971/01,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,1430.0
1971/02,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,1351.0
1971/03,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,1157.0
1971/04,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,955.0
1971/05,Canada,Broccoli,Frozen vegetables held in storages and factories,v722392,1.7.1,837.0
