Ref_Date,GEO,SUP,TYP,Vector,Coordinate,Value
1971,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,19.4
1972,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,4.3
1973,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,1.7
1974,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,1.5
1975,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,0.0
1976,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,7.2
1977,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,3.8
1978,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,0.9
1979,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,1.1
1980,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,42.1
1981,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,7.7
1982,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,5.1
1983,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,1.8
1984,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,2.6
1985,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,0.1
1986,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,0.0
1987,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,0.0
1988,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,0.0
1989,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,0.0
1990,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,0.0
1991,Canada,Eastern elevators,"Flaxseed (x 1,000)",v383334,1.11.5,0.0
1971,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,1.3
1972,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,2.7
1973,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.2
1974,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1975,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1976,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1977,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1978,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1979,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1980,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,12.1
1981,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,9.7
1982,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,9.6
1983,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,5.5
1984,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.9
1985,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,3.8
1986,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1987,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1988,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1989,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1990,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1991,Canada,Eastern elevators,"Canola (rapeseed) (x 1,000)",v383358,1.11.6,0.0
1971,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,676.1
1972,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,771.0
1973,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,625.5
1974,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,734.9
1975,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,696.0
1976,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,583.6
1977,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,543.2
1978,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,646.6
1979,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,376.0
1980,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,557.7
1981,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,655.0
1982,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,562.0
1983,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,873.1
1984,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,683.8
1985,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,362.5
1986,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,0.0
1987,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,0.0
1988,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,0.0
1989,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,0.0
1990,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,0.0
1991,Canada,In transit rail,"Wheat (x 1,000)",v383228,1.12.2,0.0
1978,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,604.4
1979,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,355.3
1980,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,491.5
1981,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,504.2
1982,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,467.3
1983,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,803.9
1984,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,647.7
1985,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,324.2
1986,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,0.0
1987,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,0.0
1988,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,0.0
1989,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,0.0
1990,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,0.0
1991,Canada,In transit rail,"Wheat, excluding durum (x 1,000)",v383384,1.12.7,0.0
1976,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,50.8
1977,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,59.4
1978,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,42.2
1979,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,20.7
1980,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,66.2
1981,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,150.8
1982,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,94.7
1983,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,69.2
1984,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,36.1
1985,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,38.3
1986,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,0.0
1987,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,0.0
1988,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,0.0
1989,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,0.0
1990,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,0.0
1991,Canada,In transit rail,"Durum wheat (x 1,000)",v382896,1.12.9,0.0
1971,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,12.6
1972,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,27.7
1973,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,24.8
1974,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,44.2
1975,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,22.3
1976,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,21.1
1977,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,26.2
1978,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,14.5
1979,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,10.7
1980,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,22.5
1981,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,15.5
1982,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,7.4
1983,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,7.4
1984,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,11.4
1985,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,21.2
1986,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,0.0
1987,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,0.0
1988,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,0.0
1989,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,0.0
1990,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,0.0
1991,Canada,In transit rail,"Oats (x 1,000)",v383255,1.12.3,0.0
1971,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,139.8
1972,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,125.1
1973,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,151.2
1974,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,312.3
1975,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,389.2
1976,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,225.7
1977,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,151.1
1978,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,172.5
1979,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,156.7
1980,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,79.4
1981,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,255.5
1982,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,259.2
1983,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,204.2
1984,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,180.2
1985,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,373.8
1986,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,0.0
1987,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,0.0
1988,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,0.0
1989,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,0.0
1990,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,0.0
1991,Canada,In transit rail,"Barley (x 1,000)",v383282,1.12.4,0.0
1971,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,25.2
1972,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,17.7
1973,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,23.5
1974,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,9.3
1975,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,13.9
1976,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,14.5
1977,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,17.0
1978,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,7.9
1979,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,12.3
1980,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,2.2
1981,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,9.5
1982,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,8.2
1983,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,24.1
1984,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,23.3
1985,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,4.5
1986,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,0.0
1987,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,0.0
1988,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,0.0
1989,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,0.0
1990,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,0.0
1991,Canada,In transit rail,"Rye (x 1,000)",v383309,1.12.1,0.0
1971,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,29.0
1972,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,11.7
1973,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,22.9
1974,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,10.6
1975,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,14.5
1976,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,29.0
1977,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,12.8
1978,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,18.9
1979,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,13.1
1980,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,9.0
1981,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,13.2
1982,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,5.3
1983,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,9.5
1984,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,7.5
1985,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,5.1
1986,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,0.0
1987,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,0.0
1988,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,0.0
1989,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,0.0
1990,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,0.0
1991,Canada,In transit rail,"Flaxseed (x 1,000)",v383335,1.12.5,0.0
1971,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,52.8
1972,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,47.3
1973,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,93.1
1974,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,31.3
1975,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,30.8
1976,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,24.0
1977,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,12.8
1978,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,14.6
1979,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,81.1
1980,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,68.8
1981,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,38.7
1982,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,51.1
1983,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,39.6
1984,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,6.4
1985,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,27.1
1986,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,0.0
1987,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,0.0
1988,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,0.0
1989,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,0.0
1990,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,0.0
1991,Canada,In transit rail,"Canola (rapeseed) (x 1,000)",v383359,1.12.6,0.0
1971,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,358.2
1972,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,294.8
1973,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,316.7
1974,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,362.9
1975,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,284.0
1976,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,265.1
1977,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,296.5
1978,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,319.5
1979,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,266.8
1980,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,374.3
1981,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,286.9
1982,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,356.3
1983,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,449.1
1984,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,577.8
1985,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,380.4
1986,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,0.0
1987,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,0.0
1988,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,0.0
1989,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,0.0
1990,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,0.0
1991,Canada,In transit lake,"Wheat (x 1,000)",v383229,1.13.2,0.0
1978,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,273.2
1979,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,238.4
1980,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,357.6
1981,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,234.8
1982,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,300.6
1983,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,414.2
1984,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,546.3
1985,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,339.1
1986,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,0.0
1987,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,0.0
1988,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,0.0
1989,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,0.0
1990,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,0.0
1991,Canada,In transit lake,"Wheat, excluding durum (x 1,000)",v383385,1.13.7,0.0
1976,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,51.4
1977,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,18.3
1978,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,46.3
1979,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,28.4
1980,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,16.7
1981,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,52.1
1982,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,55.7
1983,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,34.9
1984,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,31.5
1985,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,41.3
1986,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,0.0
1987,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,0.0
1988,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,0.0
1989,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,0.0
1990,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,0.0
1991,Canada,In transit lake,"Durum wheat (x 1,000)",v382897,1.13.9,0.0
1971,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,2.8
1972,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,4.4
1973,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,2.0
1974,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,5.2
1975,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,3.5
1976,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,2.5
1977,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,4.2
1978,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,8.4
1979,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,5.0
1980,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,9.3
1981,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,10.6
1982,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1983,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1984,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1985,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1986,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1987,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1988,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1989,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1990,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1991,Canada,In transit lake,"Oats (x 1,000)",v383256,1.13.3,0.0
1971,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,58.8
1972,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,60.1
1973,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,45.8
1974,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,38.5
1975,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,79.3
1976,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,18.5
1977,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,30.6
1978,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,44.9
1979,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,127.0
1980,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,7.9
1981,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,82.7
1982,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,135.6
1983,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,63.1
1984,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,29.3
1985,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,12.0
1986,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,0.0
1987,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,0.0
1988,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,0.0
1989,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,0.0
1990,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,0.0
1991,Canada,In transit lake,"Barley (x 1,000)",v383283,1.13.4,0.0
1971,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,2.3
1972,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1973,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1974,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1975,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,10.6
1976,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1977,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1978,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1979,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1980,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1981,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1982,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1983,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1984,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1985,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1986,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1987,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1988,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1989,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1990,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1991,Canada,In transit lake,"Rye (x 1,000)",v383310,1.13.1,0.0
1971,Canada,In transit lake,"Flaxseed (x 1,000)",v383336,1.13.5,13.7
1972,Canada,In transit lake,"Flaxseed (x 1,000)",v383336,1.13.5,0.0
1973,Canada,In transit lake,"Flaxseed (x 1,000)",v383336,1.13.5,3.7
1974,Canada,In transit lake,"Flaxseed (x 1,000)",v383336,1.13.5,3.7
1975,Canada,In transit lake,"Flaxseed (x 1,000)",v383336,1.13.5,1.3
1976,Canada,In transit lake,"Flaxseed (x 1,000)",v383336,1.13.5,0.0
