Ref_Date,GEO,VALUE,PRODUCE,PROCESS,Vector,Coordinate,Value
1943,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1944,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1945,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1946,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1947,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1948,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1949,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1950,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1951,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1952,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1953,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1954,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1955,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1956,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1957,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1958,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1959,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1960,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1961,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1962,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1963,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1964,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1965,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1966,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1967,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1968,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1969,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,147.0
1970,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1971,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1972,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1973,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1974,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1975,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1976,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1977,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1978,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1979,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1980,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1981,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1982,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1983,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1984,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1985,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1986,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1987,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,31.0
1988,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,147.0
1989,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,66.0
1990,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,64.0
1991,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,319.0
1992,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1993,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,0.0
1994,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1995,Nova Scotia,Total production (tons),Tomatoes,Processed,v74141,4.3.3.2,x
1971,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1972,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1973,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1974,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1975,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1976,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1977,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1978,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1979,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1980,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1981,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,0.0
1982,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,x
1983,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,x
1984,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,x
1985,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,x
1986,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,x
1987,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,475.0
1988,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,515.0
1989,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,380.0
1990,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,312.0
1991,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,378.0
1992,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,380.0
1993,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,466.0
1994,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,552.0
1995,Nova Scotia,Total production (tons),Cucumbers,Fresh,v381228,4.3.4.1,1035.0
1971,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1972,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1973,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1974,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1975,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1976,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1977,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1978,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1979,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1980,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1981,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1982,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,x
1983,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,x
1984,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,x
1985,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,x
1986,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,x
1987,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1988,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1989,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1990,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1991,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1992,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1993,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1994,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1995,Nova Scotia,Total production (tons),Cucumbers,Processed,v381173,4.3.4.2,0.0
1971,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,0.0
1972,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1973,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1974,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1975,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1976,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1977,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1978,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1979,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1980,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1981,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1982,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1983,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1984,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1985,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1986,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1987,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1988,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1989,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1990,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1991,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1992,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1993,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,4455.0
1994,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,x
1995,Nova Scotia,Total production (tons),Carrots,Fresh,v381339,4.3.5.1,3399.0
1972,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1973,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1974,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1975,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1976,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1977,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1978,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1979,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1980,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1981,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1982,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1983,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1984,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1985,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1986,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1987,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1988,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1989,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1990,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1991,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1992,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1993,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,16717.0
1994,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1995,Nova Scotia,Total production (tons),Carrots,Processed,v381281,4.3.5.2,x
1992,Nova Scotia,Total production (tons),Brussels sprouts,Processed,v381395,4.3.6.2,x
1993,Nova Scotia,Total production (tons),Brussels sprouts,Processed,v381395,4.3.6.2,x
1994,Nova Scotia,Total production (tons),Brussels sprouts,Processed,v381395,4.3.6.2,x
1995,Nova Scotia,Total production (tons),Brussels sprouts,Processed,v381395,4.3.6.2,0.0
1992,Nova Scotia,Total production (tons),Asparagus,Processed,v381455,4.3.7.2,x
1992,Nova Scotia,Total production (tons),Broccoli,Processed,v381515,4.3.8.2,x
1993,Nova Scotia,Total production (tons),Broccoli,Processed,v381515,4.3.8.2,0.0
1994,Nova Scotia,Total production (tons),Broccoli,Processed,v381515,4.3.8.2,x
1995,Nova Scotia,Total production (tons),Broccoli,Processed,v381515,4.3.8.2,0.0
1940,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1941,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1942,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1943,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1944,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1945,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1946,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1947,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1948,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1949,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1950,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1951,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1952,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1953,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1954,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1955,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1956,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1957,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,0.0
1958,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,14.0
1959,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,12.0
1960,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,31.0
1961,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,22.0
1962,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,25.0
1963,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,25.0
1964,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,28.0
1965,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,10.0
1966,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,21.0
1967,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,22.0
1968,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,27.0
1969,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,17.0
1970,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,19.0
1971,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,34.0
1972,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,42.0
1973,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,33.0
1974,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,38.0
1975,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,45.0
1976,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,47.0
1977,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,49.0
1978,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,54.0
1979,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,53.0
1980,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,78.0
1981,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,109.0
1982,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,58.0
1983,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,141.0
1984,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,155.0
1985,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,167.0
1986,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,151.0
1987,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,156.0
1988,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,159.0
1989,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,176.0
1990,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,235.0
1991,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,259.0
1992,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,x
1993,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,x
1994,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,x
1995,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Fresh,v72978,4.4.1.1,x
1940,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1941,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1942,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1943,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1944,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1945,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1946,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1947,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1948,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1949,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1950,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1951,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1952,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1953,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,92.0
1954,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,71.0
1955,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,165.0
1956,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,105.0
1957,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,160.0
1958,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,111.0
1959,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,90.0
1960,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,107.0
1961,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,88.0
1962,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,97.0
1963,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,136.0
1964,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,213.0
1965,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,143.0
1966,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1967,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1968,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,0.0
1969,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,249.0
1970,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1971,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1972,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1973,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1974,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1975,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1976,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1977,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1978,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1979,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
1980,Nova Scotia,"Farm value (dollars x 1,000)",Beans,Processed,v73030,4.4.1.2,x
